"ensembl_gene_id","gene_biotype"
"ENSG00000225080","processed_pseudogene"
"ENSG00000225085","lncRNA"
"ENSG00000225092","lncRNA"
"ENSG00000225094","processed_pseudogene"
"ENSG00000225098","unprocessed_pseudogene"
"ENSG00000225105","lncRNA"
"ENSG00000225106","lncRNA"
"ENSG00000225107","lncRNA"
"ENSG00000225108","processed_pseudogene"
"ENSG00000225111","lncRNA"
"ENSG00000225112","lncRNA"
"ENSG00000225113","lncRNA"
"ENSG00000225116","processed_pseudogene"
"ENSG00000225117","unprocessed_pseudogene"
"ENSG00000225118","processed_pseudogene"
"ENSG00000225122","unprocessed_pseudogene"
"ENSG00000225123","processed_pseudogene"
"ENSG00000225126","lncRNA"
"ENSG00000225129","lncRNA"
"ENSG00000225136","processed_pseudogene"
"ENSG00000225138","lncRNA"
"ENSG00000225144","lncRNA"
"ENSG00000225146","lncRNA"
"ENSG00000225148","lncRNA"
"ENSG00000225151","transcribed_unprocessed_pseudogene"
"ENSG00000225152","lncRNA"
"ENSG00000225155","processed_pseudogene"
"ENSG00000225156","lncRNA"
"ENSG00000225167","processed_pseudogene"
"ENSG00000225169","processed_pseudogene"
"ENSG00000225170","processed_pseudogene"
"ENSG00000225172","lncRNA"
"ENSG00000225176","processed_pseudogene"
"ENSG00000225181","lncRNA"
"ENSG00000225182","processed_pseudogene"
"ENSG00000225183","processed_pseudogene"
"ENSG00000225187","lncRNA"
"ENSG00000225189","unprocessed_pseudogene"
"ENSG00000225192","processed_pseudogene"
"ENSG00000225195","lncRNA"
"ENSG00000225203","lncRNA"
"ENSG00000225208","lncRNA"
"ENSG00000225210","transcribed_processed_pseudogene"
"ENSG00000225212","processed_pseudogene"
"ENSG00000225213","lncRNA"
"ENSG00000225214","lncRNA"
"ENSG00000225216","lncRNA"
"ENSG00000225221","processed_pseudogene"
"ENSG00000225226","lncRNA"
"ENSG00000225230","lncRNA"
"ENSG00000225233","lncRNA"
"ENSG00000225234","lncRNA"
"ENSG00000225236","processed_pseudogene"
"ENSG00000225238","processed_pseudogene"
"ENSG00000225240","unprocessed_pseudogene"
"ENSG00000225244","unprocessed_pseudogene"
"ENSG00000225249","lncRNA"
"ENSG00000225253","processed_pseudogene"
"ENSG00000225256","unprocessed_pseudogene"
"ENSG00000225258","lncRNA"
"ENSG00000225259","processed_pseudogene"
"ENSG00000225264","transcribed_processed_pseudogene"
"ENSG00000225275","unprocessed_pseudogene"
"ENSG00000225279","lncRNA"
"ENSG00000225282","processed_pseudogene"
"ENSG00000225284","lncRNA"
"ENSG00000225285","lncRNA"
"ENSG00000225292","lncRNA"
"ENSG00000225293","unprocessed_pseudogene"
"ENSG00000225295","unprocessed_pseudogene"
"ENSG00000225297","processed_pseudogene"
"ENSG00000225299","lncRNA"
"ENSG00000225300","lncRNA"
"ENSG00000225303","lncRNA"
"ENSG00000225311","lncRNA"
"ENSG00000225325","lncRNA"
"ENSG00000225326","unprocessed_pseudogene"
"ENSG00000225328","lncRNA"
"ENSG00000225330","lncRNA"
"ENSG00000225331","lncRNA"
"ENSG00000225333","processed_pseudogene"
"ENSG00000225334","lncRNA"
"ENSG00000225335","lncRNA"
"ENSG00000225336","processed_pseudogene"
"ENSG00000225337","lncRNA"
"ENSG00000225341","lncRNA"
"ENSG00000225344","processed_pseudogene"
"ENSG00000225345","transcribed_unprocessed_pseudogene"
"ENSG00000225350","lncRNA"
"ENSG00000225358","processed_pseudogene"
"ENSG00000225359","lncRNA"
"ENSG00000225360","processed_pseudogene"
"ENSG00000225365","lncRNA"
"ENSG00000225369","processed_pseudogene"
"ENSG00000225370","unprocessed_pseudogene"
"ENSG00000225371","processed_pseudogene"
"ENSG00000225378","lncRNA"
"ENSG00000225380","IG_V_pseudogene"
"ENSG00000225384","processed_pseudogene"
"ENSG00000225385","processed_pseudogene"
"ENSG00000225386","lncRNA"
"ENSG00000225387","lncRNA"
"ENSG00000225392","processed_pseudogene"
"ENSG00000225393","lncRNA"
"ENSG00000225397","processed_pseudogene"
"ENSG00000225398","unprocessed_pseudogene"
"ENSG00000225399","lncRNA"
"ENSG00000225400","processed_pseudogene"
"ENSG00000225401","processed_pseudogene"
"ENSG00000225406","processed_pseudogene"
"ENSG00000225407","lncRNA"
"ENSG00000225408","lncRNA"
"ENSG00000225411","lncRNA"
"ENSG00000225413","lncRNA"
"ENSG00000225415","processed_pseudogene"
"ENSG00000225417","lncRNA"
"ENSG00000225418","unprocessed_pseudogene"
"ENSG00000225421","lncRNA"
"ENSG00000225424","lncRNA"
"ENSG00000225427","lncRNA"
"ENSG00000225446","lncRNA"
"ENSG00000225448","processed_pseudogene"
"ENSG00000225449","transcribed_unprocessed_pseudogene"
"ENSG00000225450","lncRNA"
"ENSG00000225451","processed_pseudogene"
"ENSG00000225455","processed_pseudogene"
"ENSG00000225458","lncRNA"
"ENSG00000225463","processed_pseudogene"
"ENSG00000225466","unprocessed_pseudogene"
"ENSG00000225473","lncRNA"
"ENSG00000225478","processed_pseudogene"
"ENSG00000225480","processed_pseudogene"
"ENSG00000225487","processed_pseudogene"
"ENSG00000225488","lncRNA"
"ENSG00000225498","lncRNA"
"ENSG00000225505","processed_pseudogene"
"ENSG00000225506","lncRNA"
"ENSG00000225508","unprocessed_pseudogene"
"ENSG00000225510","transcribed_processed_pseudogene"
"ENSG00000225511","transcribed_unprocessed_pseudogene"
"ENSG00000225513","processed_pseudogene"
"ENSG00000225516","transcribed_unprocessed_pseudogene"
"ENSG00000225518","lncRNA"
"ENSG00000225519","lncRNA"
"ENSG00000225521","lncRNA"
"ENSG00000225522","processed_pseudogene"
"ENSG00000225527","lncRNA"
"ENSG00000225530","processed_pseudogene"
"ENSG00000225532","lncRNA"
"ENSG00000225537","lncRNA"
"ENSG00000225544","processed_pseudogene"
"ENSG00000225545","lncRNA"
"ENSG00000225549","transcribed_processed_pseudogene"
"ENSG00000225551","unprocessed_pseudogene"
"ENSG00000225552","lncRNA"
"ENSG00000225559","lncRNA"
"ENSG00000225560","transcribed_processed_pseudogene"
"ENSG00000225561","lncRNA"
"ENSG00000225563","lncRNA"
"ENSG00000225570","lncRNA"
"ENSG00000225574","processed_pseudogene"
"ENSG00000225579","lncRNA"
"ENSG00000225582","lncRNA"
"ENSG00000225585","processed_pseudogene"
"ENSG00000225588","lncRNA"
"ENSG00000225594","unprocessed_pseudogene"
"ENSG00000225598","lncRNA"
"ENSG00000225603","processed_pseudogene"
"ENSG00000225605","lncRNA"
"ENSG00000225606","lncRNA"
"ENSG00000225610","lncRNA"
"ENSG00000225613","lncRNA"
"ENSG00000225615","unprocessed_pseudogene"
"ENSG00000225620","lncRNA"
"ENSG00000225625","processed_pseudogene"
"ENSG00000225632","lncRNA"
"ENSG00000225637","lncRNA"
"ENSG00000225638","processed_pseudogene"
"ENSG00000225639","processed_pseudogene"
"ENSG00000225642","processed_pseudogene"
"ENSG00000225643","lncRNA"
"ENSG00000225648","transcribed_unprocessed_pseudogene"
"ENSG00000225650","processed_pseudogene"
"ENSG00000225652","lncRNA"
"ENSG00000225653","processed_pseudogene"
"ENSG00000225656","lncRNA"
"ENSG00000225660","processed_pseudogene"
"ENSG00000225661","processed_pseudogene"
"ENSG00000225664","processed_pseudogene"
"ENSG00000225665","processed_pseudogene"
"ENSG00000225670","lncRNA"
"ENSG00000225671","processed_pseudogene"
"ENSG00000225672","processed_pseudogene"
"ENSG00000225673","processed_pseudogene"
"ENSG00000225674","processed_pseudogene"
"ENSG00000225678","transcribed_unprocessed_pseudogene"
"ENSG00000225680","lncRNA"
"ENSG00000225681","transcribed_processed_pseudogene"
"ENSG00000225685","transcribed_unprocessed_pseudogene"
"ENSG00000225689","lncRNA"
"ENSG00000225690","unprocessed_pseudogene"
"ENSG00000225693","processed_pseudogene"
"ENSG00000225701","processed_pseudogene"
"ENSG00000225703","lncRNA"
"ENSG00000225705","processed_pseudogene"
"ENSG00000225708","lncRNA"
"ENSG00000225710","unprocessed_pseudogene"
"ENSG00000225711","processed_pseudogene"
"ENSG00000225712","processed_pseudogene"
"ENSG00000225715","processed_pseudogene"
"ENSG00000225718","lncRNA"
"ENSG00000225719","processed_pseudogene"
"ENSG00000225720","transcribed_unprocessed_pseudogene"
"ENSG00000225726","processed_pseudogene"
"ENSG00000225727","transcribed_processed_pseudogene"
"ENSG00000225728","processed_pseudogene"
"ENSG00000225730","lncRNA"
"ENSG00000225741","unprocessed_pseudogene"
"ENSG00000225742","lncRNA"
"ENSG00000225746","lncRNA"
"ENSG00000225750","lncRNA"
"ENSG00000225751","lncRNA"
"ENSG00000225752","lncRNA"
"ENSG00000225755","processed_pseudogene"
"ENSG00000225760","transcribed_unprocessed_pseudogene"
"ENSG00000225761","lncRNA"
"ENSG00000225762","lncRNA"
"ENSG00000225766","transcribed_unprocessed_pseudogene"
"ENSG00000225767","lncRNA"
"ENSG00000225774","processed_pseudogene"
"ENSG00000225775","lncRNA"
"ENSG00000225777","processed_pseudogene"
"ENSG00000225779","processed_pseudogene"
"ENSG00000225785","lncRNA"
"ENSG00000225787","processed_pseudogene"
"ENSG00000225790","lncRNA"
"ENSG00000225795","processed_pseudogene"
"ENSG00000225797","unprocessed_pseudogene"
"ENSG00000225798","lncRNA"
"ENSG00000225803","processed_pseudogene"
"ENSG00000225806","lncRNA"
"ENSG00000225808","processed_pseudogene"
"ENSG00000225811","lncRNA"
"ENSG00000225814","processed_pseudogene"
"ENSG00000225815","lncRNA"
"ENSG00000225816","processed_pseudogene"
"ENSG00000225818","lncRNA"
"ENSG00000225819","lncRNA"
"ENSG00000225827","processed_pseudogene"
"ENSG00000225832","processed_pseudogene"
"ENSG00000225836","lncRNA"
"ENSG00000225839","lncRNA"
"ENSG00000225842","processed_pseudogene"
"ENSG00000225850","lncRNA"
"ENSG00000225851","unprocessed_pseudogene"
"ENSG00000225857","lncRNA"
"ENSG00000225858","processed_pseudogene"
"ENSG00000225864","unprocessed_pseudogene"
"ENSG00000225867","lncRNA"
"ENSG00000225868","transcribed_unprocessed_pseudogene"
"ENSG00000225869","processed_pseudogene"
"ENSG00000225870","lncRNA"
"ENSG00000225871","processed_pseudogene"
"ENSG00000225872","transcribed_unitary_pseudogene"
"ENSG00000225873","transcribed_unitary_pseudogene"
"ENSG00000225876","unprocessed_pseudogene"
"ENSG00000225879","lncRNA"
"ENSG00000225885","lncRNA"
"ENSG00000225886","lncRNA"
"ENSG00000225889","lncRNA"
"ENSG00000225891","lncRNA"
"ENSG00000225895","unprocessed_pseudogene"
"ENSG00000225896","processed_pseudogene"
"ENSG00000225898","processed_pseudogene"
"ENSG00000225900","processed_pseudogene"
"ENSG00000225903","lncRNA"
"ENSG00000225904","processed_pseudogene"
"ENSG00000225905","lncRNA"
"ENSG00000225906","processed_pseudogene"
"ENSG00000225911","processed_pseudogene"
"ENSG00000225913","lncRNA"
"ENSG00000225916","lncRNA"
"ENSG00000225920","processed_pseudogene"
"ENSG00000225925","processed_pseudogene"
"ENSG00000225928","processed_pseudogene"
"ENSG00000225931","TEC"
"ENSG00000225933","processed_pseudogene"
"ENSG00000225935","processed_pseudogene"
"ENSG00000225938","lncRNA"
"ENSG00000225940","lncRNA"
"ENSG00000225943","processed_pseudogene"
"ENSG00000225945","lncRNA"
"ENSG00000225947","processed_pseudogene"
"ENSG00000225948","lncRNA"
"ENSG00000225949","processed_pseudogene"
"ENSG00000225952","lncRNA"
"ENSG00000225956","lncRNA"
"ENSG00000225957","unprocessed_pseudogene"
"ENSG00000225960","lncRNA"
"ENSG00000225963","lncRNA"
"ENSG00000225964","lncRNA"
"ENSG00000225965","processed_pseudogene"
"ENSG00000225969","transcribed_unitary_pseudogene"
"ENSG00000225970","lncRNA"
"ENSG00000225971","processed_pseudogene"
"ENSG00000225974","lncRNA"
"ENSG00000225978","lncRNA"
"ENSG00000225979","lncRNA"
"ENSG00000225982","lncRNA"
"ENSG00000225984","processed_pseudogene"
"ENSG00000225990","processed_pseudogene"
"ENSG00000225992","TR_V_pseudogene"
"ENSG00000226007","lncRNA"
"ENSG00000226008","unprocessed_pseudogene"
"ENSG00000226012","lncRNA"
"ENSG00000226013","processed_pseudogene"
"ENSG00000226014","processed_pseudogene"
"ENSG00000226016","processed_pseudogene"
"ENSG00000226020","processed_pseudogene"
"ENSG00000226022","lncRNA"
"ENSG00000226024","processed_pseudogene"
"ENSG00000226025","transcribed_unprocessed_pseudogene"
"ENSG00000226028","processed_pseudogene"
"ENSG00000226030","unprocessed_pseudogene"
"ENSG00000226034","processed_pseudogene"
"ENSG00000226036","processed_pseudogene"
"ENSG00000226041","lncRNA"
"ENSG00000226042","unprocessed_pseudogene"
"ENSG00000226043","lncRNA"
"ENSG00000226045","processed_pseudogene"
"ENSG00000226046","processed_pseudogene"
"ENSG00000226047","lncRNA"
"ENSG00000226048","processed_pseudogene"
"ENSG00000226055","processed_pseudogene"
"ENSG00000226056","processed_pseudogene"
"ENSG00000226057","transcribed_unprocessed_pseudogene"
"ENSG00000226061","unprocessed_pseudogene"
"ENSG00000226063","lncRNA"
"ENSG00000226064","processed_pseudogene"
"ENSG00000226065","processed_pseudogene"
"ENSG00000226066","processed_pseudogene"
"ENSG00000226068","processed_pseudogene"
"ENSG00000226072","processed_pseudogene"
"ENSG00000226074","transcribed_unitary_pseudogene"
"ENSG00000226078","lncRNA"
"ENSG00000226081","processed_pseudogene"
"ENSG00000226089","lncRNA"
"ENSG00000226092","unprocessed_pseudogene"
"ENSG00000226096","processed_pseudogene"
"ENSG00000226108","processed_pseudogene"
"ENSG00000226110","processed_pseudogene"
"ENSG00000226113","transcribed_unprocessed_pseudogene"
"ENSG00000226115","lncRNA"
"ENSG00000226116","unprocessed_pseudogene"
"ENSG00000226119","processed_pseudogene"
"ENSG00000226130","lncRNA"
"ENSG00000226131","processed_pseudogene"
"ENSG00000226133","lncRNA"
"ENSG00000226134","lncRNA"
"ENSG00000226138","processed_pseudogene"
"ENSG00000226141","unprocessed_pseudogene"
"ENSG00000226143","lncRNA"
"ENSG00000226145","transcribed_unprocessed_pseudogene"
"ENSG00000226147","processed_pseudogene"
"ENSG00000226148","processed_pseudogene"
"ENSG00000226149","lncRNA"
"ENSG00000226158","processed_pseudogene"
"ENSG00000226160","processed_pseudogene"
"ENSG00000226163","lncRNA"
"ENSG00000226166","processed_pseudogene"
"ENSG00000226169","lncRNA"
"ENSG00000226179","lncRNA"
"ENSG00000226181","lncRNA"
"ENSG00000226183","processed_pseudogene"
"ENSG00000226186","processed_pseudogene"
"ENSG00000226188","processed_pseudogene"
"ENSG00000226193","lncRNA"
"ENSG00000226196","processed_pseudogene"
"ENSG00000226197","lncRNA"
"ENSG00000226199","processed_pseudogene"
"ENSG00000226200","lncRNA"
"ENSG00000226204","lncRNA"
"ENSG00000226205","processed_pseudogene"
"ENSG00000226206","lncRNA"
"ENSG00000226207","lncRNA"
"ENSG00000226208","lncRNA"
"ENSG00000226209","processed_pseudogene"
"ENSG00000226211","processed_pseudogene"
"ENSG00000226212","TR_V_pseudogene"
"ENSG00000226213","processed_pseudogene"
"ENSG00000226218","lncRNA"
"ENSG00000226220","processed_pseudogene"
"ENSG00000226226","processed_pseudogene"
"ENSG00000226229","processed_pseudogene"
"ENSG00000226230","processed_pseudogene"
"ENSG00000226233","processed_pseudogene"
"ENSG00000226238","lncRNA"
"ENSG00000226239","lncRNA"
"ENSG00000226242","processed_pseudogene"
"ENSG00000226247","processed_pseudogene"
"ENSG00000226252","lncRNA"
"ENSG00000226253","processed_pseudogene"
"ENSG00000226259","transcribed_unprocessed_pseudogene"
"ENSG00000226261","processed_pseudogene"
"ENSG00000226263","lncRNA"
"ENSG00000226270","processed_pseudogene"
"ENSG00000226273","processed_pseudogene"
"ENSG00000226276","lncRNA"
"ENSG00000226281","lncRNA"
"ENSG00000226285","processed_pseudogene"
"ENSG00000226286","lncRNA"
"ENSG00000226287","transcribed_unprocessed_pseudogene"
"ENSG00000226291","lncRNA"
"ENSG00000226296","lncRNA"
"ENSG00000226302","lncRNA"
"ENSG00000226306","transcribed_unitary_pseudogene"
"ENSG00000226308","lncRNA"
"ENSG00000226310","lncRNA"
"ENSG00000226323","lncRNA"
"ENSG00000226324","processed_pseudogene"
"ENSG00000226329","unprocessed_pseudogene"
"ENSG00000226330","lncRNA"
"ENSG00000226332","lncRNA"
"ENSG00000226334","lncRNA"
"ENSG00000226338","processed_pseudogene"
"ENSG00000226340","processed_pseudogene"
"ENSG00000226342","processed_pseudogene"
"ENSG00000226349","lncRNA"
"ENSG00000226353","processed_pseudogene"
"ENSG00000226356","unprocessed_pseudogene"
"ENSG00000226361","processed_pseudogene"
"ENSG00000226363","lncRNA"
"ENSG00000226366","processed_pseudogene"
"ENSG00000226369","unprocessed_pseudogene"
"ENSG00000226375","lncRNA"
"ENSG00000226376","lncRNA"
"ENSG00000226388","processed_pseudogene"
"ENSG00000226389","processed_pseudogene"
"ENSG00000226390","lncRNA"
"ENSG00000226394","processed_pseudogene"
"ENSG00000226398","lncRNA"
"ENSG00000226400","processed_pseudogene"
"ENSG00000226401","unprocessed_pseudogene"
"ENSG00000226405","processed_pseudogene"
"ENSG00000226410","processed_pseudogene"
"ENSG00000226411","unprocessed_pseudogene"
"ENSG00000226412","lncRNA"
"ENSG00000226420","IG_V_pseudogene"
"ENSG00000226423","lncRNA"
"ENSG00000226425","lncRNA"
"ENSG00000226426","lncRNA"
"ENSG00000226429","unprocessed_pseudogene"
"ENSG00000226431","lncRNA"
"ENSG00000226433","lncRNA"
"ENSG00000226438","lncRNA"
"ENSG00000226440","lncRNA"
"ENSG00000226441","lncRNA"
"ENSG00000226442","lncRNA"
"ENSG00000226443","processed_pseudogene"
"ENSG00000226444","processed_pseudogene"
"ENSG00000226445","lncRNA"
"ENSG00000226447","lncRNA"
"ENSG00000226449","unprocessed_pseudogene"
"ENSG00000226455","lncRNA"
"ENSG00000226461","unprocessed_pseudogene"
"ENSG00000226466","processed_pseudogene"
"ENSG00000226468","processed_pseudogene"
"ENSG00000226470","processed_pseudogene"
"ENSG00000226472","transcribed_unprocessed_pseudogene"
"ENSG00000226473","processed_pseudogene"
"ENSG00000226474","unprocessed_pseudogene"
"ENSG00000226477","unprocessed_pseudogene"
"ENSG00000226478","processed_pseudogene"
"ENSG00000226481","processed_pseudogene"
"ENSG00000226486","lncRNA"
"ENSG00000226487","lncRNA"
"ENSG00000226491","processed_pseudogene"
"ENSG00000226499","processed_pseudogene"
"ENSG00000226500","processed_pseudogene"
"ENSG00000226502","processed_pseudogene"
"ENSG00000226504","processed_pseudogene"
"ENSG00000226507","processed_pseudogene"
"ENSG00000226509","processed_pseudogene"
"ENSG00000226515","processed_pseudogene"
"ENSG00000226519","lncRNA"
"ENSG00000226520","lncRNA"
"ENSG00000226521","transcribed_unprocessed_pseudogene"
"ENSG00000226522","lncRNA"
"ENSG00000226523","processed_pseudogene"
"ENSG00000226526","lncRNA"
"ENSG00000226530","lncRNA"
"ENSG00000226532","processed_pseudogene"
"ENSG00000226536","processed_pseudogene"
"ENSG00000226537","unprocessed_pseudogene"
"ENSG00000226540","processed_pseudogene"
"ENSG00000226542","lncRNA"
"ENSG00000226543","processed_pseudogene"
"ENSG00000226548","lncRNA"
"ENSG00000226553","processed_pseudogene"
"ENSG00000226554","processed_pseudogene"
"ENSG00000226557","processed_pseudogene"
"ENSG00000226558","processed_pseudogene"
"ENSG00000226565","processed_pseudogene"
"ENSG00000226566","lncRNA"
"ENSG00000226570","processed_pseudogene"
"ENSG00000226571","lncRNA"
"ENSG00000226576","lncRNA"
"ENSG00000226577","unprocessed_pseudogene"
"ENSG00000226578","lncRNA"
"ENSG00000226587","lncRNA"
"ENSG00000226592","processed_pseudogene"
"ENSG00000226594","lncRNA"
"ENSG00000226595","unprocessed_pseudogene"
"ENSG00000226599","lncRNA"
"ENSG00000226601","lncRNA"
"ENSG00000226604","lncRNA"
"ENSG00000226605","lncRNA"
"ENSG00000226619","lncRNA"
"ENSG00000226622","lncRNA"
"ENSG00000226632","processed_pseudogene"
"ENSG00000226636","processed_pseudogene"
"ENSG00000226640","lncRNA"
"ENSG00000226641","processed_pseudogene"
"ENSG00000226643","lncRNA"
"ENSG00000226647","lncRNA"
"ENSG00000226649","lncRNA"
"ENSG00000226652","transcribed_processed_pseudogene"
"ENSG00000226655","lncRNA"
"ENSG00000226658","processed_pseudogene"
"ENSG00000226661","lncRNA"
"ENSG00000226664","lncRNA"
"ENSG00000226668","transcribed_unprocessed_pseudogene"
"ENSG00000226669","lncRNA"
"ENSG00000226670","processed_pseudogene"
"ENSG00000226677","processed_pseudogene"
"ENSG00000226679","lncRNA"
"ENSG00000226680","lncRNA"
"ENSG00000226683","processed_pseudogene"
"ENSG00000226693","processed_pseudogene"
"ENSG00000226694","lncRNA"
"ENSG00000226695","processed_pseudogene"
"ENSG00000226698","lncRNA"
"ENSG00000226699","lncRNA"
"ENSG00000226702","lncRNA"
"ENSG00000226707","lncRNA"
"ENSG00000226708","lncRNA"
"ENSG00000226716","lncRNA"
"ENSG00000226739","lncRNA"
"ENSG00000226744","processed_pseudogene"
"ENSG00000226750","unprocessed_pseudogene"
"ENSG00000226752","transcribed_unitary_pseudogene"
"ENSG00000226753","processed_pseudogene"
"ENSG00000226755","processed_pseudogene"
"ENSG00000226756","lncRNA"
"ENSG00000226764","lncRNA"
"ENSG00000226766","processed_pseudogene"
"ENSG00000226767","processed_pseudogene"
"ENSG00000226771","lncRNA"
"ENSG00000226772","lncRNA"
"ENSG00000226773","processed_pseudogene"
"ENSG00000226774","processed_pseudogene"
"ENSG00000226779","lncRNA"
"ENSG00000226782","lncRNA"
"ENSG00000226783","processed_pseudogene"
"ENSG00000226789","processed_pseudogene"
"ENSG00000226790","processed_pseudogene"
"ENSG00000226798","lncRNA"
"ENSG00000226801","processed_pseudogene"
"ENSG00000226804","processed_pseudogene"
"ENSG00000226810","processed_pseudogene"
"ENSG00000226816","lncRNA"
"ENSG00000226818","processed_pseudogene"
"ENSG00000226819","lncRNA"
"ENSG00000226820","unprocessed_pseudogene"
"ENSG00000226823","unprocessed_pseudogene"
"ENSG00000226825","lncRNA"
"ENSG00000226827","processed_pseudogene"
"ENSG00000226838","unprocessed_pseudogene"
"ENSG00000226840","processed_pseudogene"
"ENSG00000226842","lncRNA"
"ENSG00000226843","processed_pseudogene"
"ENSG00000226854","lncRNA"
"ENSG00000226859","lncRNA"
"ENSG00000226860","processed_pseudogene"
"ENSG00000226861","lncRNA"
"ENSG00000226862","lncRNA"
"ENSG00000226863","transcribed_unprocessed_pseudogene"
"ENSG00000226864","transcribed_unitary_pseudogene"
"ENSG00000226868","lncRNA"
"ENSG00000226870","transcribed_unprocessed_pseudogene"
"ENSG00000226871","lncRNA"
"ENSG00000226872","lncRNA"
"ENSG00000226875","unprocessed_pseudogene"
"ENSG00000226877","lncRNA"
"ENSG00000226878","processed_pseudogene"
"ENSG00000226883","lncRNA"
"ENSG00000226885","processed_pseudogene"
"ENSG00000226886","processed_pseudogene"
"ENSG00000226890","lncRNA"
"ENSG00000226900","lncRNA"
"ENSG00000226904","lncRNA"
"ENSG00000226905","processed_pseudogene"
"ENSG00000226912","processed_pseudogene"
"ENSG00000226919","lncRNA"
"ENSG00000226920","lncRNA"
"ENSG00000226927","lncRNA"
"ENSG00000226928","processed_pseudogene"
"ENSG00000226930","unprocessed_pseudogene"
"ENSG00000226938","lncRNA"
"ENSG00000226939","lncRNA"
"ENSG00000226949","unprocessed_pseudogene"
"ENSG00000226952","processed_pseudogene"
"ENSG00000226954","lncRNA"
"ENSG00000226956","lncRNA"
"ENSG00000226957","lncRNA"
"ENSG00000226961","processed_pseudogene"
"ENSG00000226962","processed_pseudogene"
"ENSG00000226963","lncRNA"
"ENSG00000226964","processed_pseudogene"
"ENSG00000226965","lncRNA"
"ENSG00000226967","processed_pseudogene"
"ENSG00000226968","lncRNA"
"ENSG00000226971","processed_pseudogene"
"ENSG00000226972","processed_pseudogene"
"ENSG00000226973","unprocessed_pseudogene"
"ENSG00000226977","processed_pseudogene"
"ENSG00000226981","unprocessed_pseudogene"
"ENSG00000226987","processed_pseudogene"
"ENSG00000226989","processed_pseudogene"
"ENSG00000226990","lncRNA"
"ENSG00000226991","processed_pseudogene"
"ENSG00000226992","lncRNA"
"ENSG00000226994","lncRNA"
"ENSG00000226999","processed_pseudogene"
"ENSG00000227004","processed_pseudogene"
"ENSG00000227009","processed_pseudogene"
"ENSG00000227012","lncRNA"
"ENSG00000227014","lncRNA"
"ENSG00000227015","unprocessed_pseudogene"
"ENSG00000227017","lncRNA"
"ENSG00000227018","processed_pseudogene"
"ENSG00000227029","lncRNA"
"ENSG00000227033","lncRNA"
"ENSG00000227038","transcribed_unprocessed_pseudogene"
"ENSG00000227045","lncRNA"
"ENSG00000227047","lncRNA"
"ENSG00000227050","lncRNA"
"ENSG00000227054","processed_pseudogene"
"ENSG00000227055","processed_pseudogene"
"ENSG00000227061","lncRNA"
"ENSG00000227062","processed_pseudogene"
"ENSG00000227063","processed_pseudogene"
"ENSG00000227064","processed_pseudogene"
"ENSG00000227067","processed_pseudogene"
"ENSG00000227068","lncRNA"
"ENSG00000227069","processed_pseudogene"
"ENSG00000227072","processed_pseudogene"
"ENSG00000227073","processed_pseudogene"
"ENSG00000227075","lncRNA"
"ENSG00000227076","lncRNA"
"ENSG00000227077","processed_pseudogene"
"ENSG00000227078","lncRNA"
"ENSG00000227080","processed_pseudogene"
"ENSG00000227083","lncRNA"
"ENSG00000227087","processed_pseudogene"
"ENSG00000227088","lncRNA"
"ENSG00000227089","lncRNA"
"ENSG00000227090","lncRNA"
"ENSG00000227094","lncRNA"
"ENSG00000227096","processed_pseudogene"
"ENSG00000227102","unprocessed_pseudogene"
"ENSG00000227107","lncRNA"
"ENSG00000227113","unprocessed_pseudogene"
"ENSG00000227120","processed_pseudogene"
"ENSG00000227121","lncRNA"
"ENSG00000227125","lncRNA"
"ENSG00000227128","lncRNA"
"ENSG00000227131","lncRNA"
"ENSG00000227133","processed_pseudogene"
"ENSG00000227138","processed_pseudogene"
"ENSG00000227139","lncRNA"
"ENSG00000227141","processed_pseudogene"
"ENSG00000227148","lncRNA"
"ENSG00000227150","lncRNA"
"ENSG00000227157","lncRNA"
"ENSG00000227159","unprocessed_pseudogene"
"ENSG00000227160","transcribed_unitary_pseudogene"
"ENSG00000227161","lncRNA"
"ENSG00000227163","processed_pseudogene"
"ENSG00000227167","lncRNA"
"ENSG00000227169","lncRNA"
"ENSG00000227172","lncRNA"
"ENSG00000227173","processed_pseudogene"
"ENSG00000227175","lncRNA"
"ENSG00000227176","processed_pseudogene"
"ENSG00000227177","processed_pseudogene"
"ENSG00000227179","transcribed_unprocessed_pseudogene"
"ENSG00000227180","processed_pseudogene"
"ENSG00000227183","processed_pseudogene"
"ENSG00000227186","lncRNA"
"ENSG00000227192","lncRNA"
"ENSG00000227193","lncRNA"
"ENSG00000227197","lncRNA"
"ENSG00000227198","lncRNA"
"ENSG00000227200","lncRNA"
"ENSG00000227205","processed_pseudogene"
"ENSG00000227206","lncRNA"
"ENSG00000227212","processed_pseudogene"
"ENSG00000227215","lncRNA"
"ENSG00000227217","lncRNA"
"ENSG00000227224","processed_pseudogene"
"ENSG00000227227","lncRNA"
"ENSG00000227230","lncRNA"
"ENSG00000227232","unprocessed_pseudogene"
"ENSG00000227233","processed_pseudogene"
"ENSG00000227236","processed_pseudogene"
"ENSG00000227241","processed_pseudogene"
"ENSG00000227242","unprocessed_pseudogene"
"ENSG00000227243","unprocessed_pseudogene"
"ENSG00000227245","lncRNA"
"ENSG00000227247","processed_pseudogene"
"ENSG00000227248","lncRNA"
"ENSG00000227253","lncRNA"
"ENSG00000227254","processed_pseudogene"
